,train_id,name,item_condition_id,category_name,brand_name,price,shipping,item_description
1141753,1141753,PAPAYA FLORAL STRAPLESS SZ S,3,Women/Tops & Blouses/Blouse,Papaya,13.0,0,Strapless cute Papaya top belted with floral designs Very lightweight and comfy SZ S in great condition
1201240,1201240,Angel holding a four leaf clover pin,3,Vintage & Collectibles/Jewelry/Other,,14.0,0,This was bought at a family run estate sale. I'm addicted to them! I can't find any information on the pin but it's pretty interesting looking and that's all I know. Christmas Stocking Stuffer
1267318,1267318,Steve Madden large grey purse satchel,3,Women/Women's Handbags/Satchel,Steve Madden,17.0,1,"In excellent condition no signs of wear. Only used a couple times Grey in color, faux leather look, gold colored accents Long removable strap 2 small hand straps Large, roomy inside. Double sectioned with lots of inner pockets/slots. Outside zippered pocket on front and also two smaller snap-button pockets on purse sides Perfect for traveling, carrying items to work/school. 16"" across x 11"" tall x6"" wide"
43093,43093,JOYFOLIE rain boots and rose boots,2,Kids/Girls 2T-5T/Shoes,,75.0,1,Felicity in tan rain boots size 12 And rose boots size 12 bundle deal Free shipping!!
599323,599323,COLOURPOP LIPSTICK - ALYSSA [rm],1,Beauty/Makeup/Lips,ColourPop Cosmetics,9.0,1,Colourpop satin lipstick in alyssa. New and unused. Never swatch. Free fast shipping. Last pic is not mine. Bundle to save.
548359,548359,Skinny Jeans,2,"Women/Jeans/Slim, Skinny",Almost Famous,10.0,0,"Skinny Jeans Size 7 Never Worn! My items are all in excellent, like new condition, unless noted otherwise. My prices are beyond reasonable already so please do not submit unreasonable offers or they will be ignored. Bundle and save on shipping! I Do Not offer free shipping unless specified. I will bundle items to save on shipping if applicable. Thank you :)"
1228258,1228258,Striped Off the Shoulder Bikini Set,1,Women/Swimwear/Two-Piece,,29.0,0,Brand New. Never Worn. Size S Comes with halter straps that can be detachable Bust: 33 in (comes with padding) Waist: 27 - 30 in
860987,860987,Charlotte Russe Black Suede Wedge,1,Women/Shoes/Pumps,Charlotte Russe,33.0,0,Brand new. It's too loose for me. Can't return it. Suede Material. No box. Size 8 bundle and save Boots booties ankle boots Ships same day or next day if ordered after 4pm. Except sundays.
517661,517661,Fisher Price Poppity Pop Hippo,3,Kids/Toys/Baby & Toddler Toys,Fisher-Price,8.0,0,"Meet the perfect crawl-along pal for baby! Push the happy little hippo to make the colorful balls go pop, pop, pop as it rolls along. Exciting action and sounds encourage baby to push and crawl along, again and again.About this item Features Colorful bouncing balls, shiny reflections & fun popping sounds Encourages baby to push & crawl-along Helps strengthen gross motor skills and developing senses Introduces cause & effect Perfect for baby's little hands Product Information Our Recommended age 6 months - 3 years Mfg Recommended age 6 months - 3 years Manufacturer reference BGX30 Product Dimensions 5.9 x 3.5 x 6.5 inches Shipping Weight 6.4 ounces"
959637,959637,Shorts,1,Women/Athletic Apparel/Shorts,American Eagle,12.0,0,"New with tags only worn once to try on, didn't fit."
1005926,1005926,Unicorn!,1,Women/Other/Other,LuLaRoe,40.0,1,Black leggings Size TC
383778,383778,Lululemon Bags,1,Women/Women's Handbags/Totes & Shoppers,Lululemon,11.0,0,Nice reusable bags from lululemon!
764285,764285,Miss Me Shorts,3,Women/Jeans/Boot Cut,Miss Me,30.0,1,Great Condition Size 28 Inseam 3
953503,953503,Too faced cocoa contour palette,1,Beauty/Makeup/Face,Too Faced,30.0,1,Light to medium Authentic BNIB
118392,118392,Women's Dress Pants NWT,1,Women/Pants/Dress Pants,Banana Republic,13.0,0,Size 6
924660,924660,Women's 7-8 Embellished Slipper Boots,3,Women/Shoes/Slippers,Kensie,12.0,1,"Measurements are available upon request. No models or holds. Please read my bio before purchasing or commenting. Size: Women's Medium 7/8 Brand: Kensie Material: 70% cotton, 30% silk. Lining 100% polyester Color: Black, brown, tan, pink, silver Purchased at: Macy's Other details: Bunny sequin embellishment. Furry cheetah lining. Boot style slippers. Condition: Pre-loved. Minor wear on soles, and foot indention on insoles, still very wearable. MSRP [rm] For shipping purposes: Item weight: 8.2 oz"
1108619,1108619,Goosebumps Book Set,2,Other/Books/Children's Books,,10.0,0,No description yet
929453,929453,Diba Style Grey / Taupe High Heel Boot,4,Women/Shoes/Pumps,Diba,10.0,1,"Fits size 7, 7.5. Says Size 8 M but fits very tight. Used & Worn 3"" heel folded bootie / unfolded short boot some scuffing around toes & heels"
1339767,1339767,Lularoe TC bundle Cameras,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,38.0,1,BNWT LuLaRoe TC Leggings bundle Pink and green pattern Cameras on a green background Quick ship
727174,727174,Light blouse,2,Women/Tops & Blouses/Blouse,,32.0,0,No description yet
1079619,1079619,NEW CORE DE FORCE FREE SHIP,1,Sports & Outdoors/Exercise/Strength training,,50.0,1,New and unopened! Core de force by Beachbody Tags: shakeology
528451,528451,Mint Green Ocean Glitter Slime,1,Kids/Toys/Arts & Crafts,,5.0,1,2.3 ounces Soft Stretchy Holdable I have 4 of these available that's why I posted it 4 times
498738,498738,3 pair of VS Pink cheekster undies,1,Women/Underwear/Panties,PINK,26.0,0,All three pair are cheekster All size medium. All never been worn Without tags because I bought online
454168,454168,Lego Minifigure Series 17 Lot,2,Kids/Toys/Building Toys,LEGO,29.0,1,"Brand new, just taken out of the bag. All minifigures include all the pieces, accessories, and the baseplate. I can also include the checklist if you'd like. This set includes: -Butterflies Girl -Dance Instructor -Veterinarian -Circus Strongman -Yuppie -Roman Gladiator -Battle Dwarf -Retro Spaceman -Highwayman (mystery figure) All 9 Minifigures for only [rm]"
1001217,1001217,Brand New Grand Theft Auto 5 XBOX One,1,Electronics/Video Games & Consoles/Games,Microsoft,33.0,1,Brand new factory sealed we ship every day but Sunday.
999989,999989,LIP & EYE BY IT WORKS,1,Beauty/Makeup/Makeup Sets,,10.0,0,"Brand new, sealed LIP & EYE BY IT WORKS. Exp. 5/17 ""Say goodbye to laugh lines with the smoothing, natural botanicals of this targeted moisturizer. Lip & Eye lessens the look of fine lines, wrinkles, bags, and puffiness by creating a tensor effect to give your delicate lip and eye areas a youthful lift. Now that’s something to smile about! Lessens the look of fine lines and wrinkles Smooths skin tone and texture through a beautifying botanical blend Reclaim that youthful look with a lifting, tensor effect Banish bags and puffiness with tightened, firmed skin"""
30748,30748,Black Matter Skull Tank Top Jrs Size S,3,"Women/Tops & Blouses/Tank, Cami",Hot Topic,7.0,0,"Black Matter from Hot Topic -Hot pink , racer back tank , tunic tank - gently worn condition with minimal pilling to material - juniors size small / comparable womens size 0-2"
5812,5812,Nars jungle red Lipstick NEW Full size!!,1,Beauty/Makeup/Lips,Nars,11.0,1,Semi matt color New never used or swatched! Retail at [rm] plus tax Free shipping!
152731,152731,POLO RALPH LAUREN Boys Crew Socks,1,Kids/Boys (4+)/Accessories,Ralph Lauren,16.0,0,"New POLO RALPH LAUREN Boys Athletic Crew Socks. 6 Pair. Size 8 -9.5. Ribbed Cuffs. Contrasting heel and toe. Signature embroidered pony at each outer side. This listing comes in the original packaging but the label is not very nice because of a huge sticker that was over it. Items are brand-new My prices are firm! I will not do free shipping! No Holds! I will gladly combine orders to save you postage. Please keep in mind if you buy several things the Postage might increase because of the weight of the package. I will only use valid tracking numbers for orders. I will only deal with honest, positive people! Boys13"
218353,218353,GRACO Pack'n Play,3,Kids/Gear/Playards,Graco,39.0,0,6 pcs Smoke and Pet free home!
786870,786870,NWOT long sleeve Polo Ralph Lauren tee,1,Men/Tops/T-shirts,Polo Ralph Lauren,28.0,0,"Men's size small Fits women's size small/medium NWOT Retails at [rm] Tags: polo, Long sleeve, tshirt, grey, black, Ralph Lauren"
195771,195771,Kitchen Utensil Holder / Canister,1,Home/Kitchen & Dining/Kitchen Utensils & Gadgets,,22.0,0,"Pottery-each piece is different. This is the exact item you will receive. I find that most of pottery has some minor imperfections. Therefore, I am asking that on all my listings, for everyone to zoom in and make sure you will be happy with your purchase. You will be receiving exact items in picture. Will package extremely carefully. Not responsible for breakage on delivery."
1208572,1208572,Aeropostale jean shorts large 13/14,3,Women/Athletic Apparel/Shorts,Aeropostale,9.0,0,"Size 13/14 shorts. Some light ware. There is a small grass stain that is pictured, not too noticeable unless under light up close. Will bundle to save on shipping."
1453877,1453877,Gucci hobo bag,3,Women/Women's Handbags/Hobo,Gucci,359.0,0,"MAKE AN OFFER ... WILL REQUEST SIGANATURE UPON DELIVERY Type:Hobos Measurements:16.7""L x 1""H x 15.2""W Color:Beige Brand:Gucci Fabric:Canvas Style/Collection:Horsebit Bag Style Tags:Gucci Hobos Have matching Gucci tennis shoes"
547604,547604,Kate Spade Wallet,3,Women/Women's Accessories/Wallets,Kate Spade,14.0,0,Very pretty authentic Kate Spade wallet. It has a few pen marks on the inside & one on the back as shown in the pictures.
1402931,1402931,MIAMI DOLPHINS PEPSI EMPTY CAN,2,Sports & Outdoors/Fan Shop/NFL,,7.0,1,For All You Truly Miami Dolphins NFL Fans And Collectors. This Is A Nice Empty Pepsi Cola Can. With The Miami Dolphins Logo. Special Edition From Mexico 295 mL. Holes Down The Bottom.
270142,270142,Madewell hand knit turtleneck sweater,2,"Women/Sweaters/Turtleneck, Mock",Madewell,41.0,0,"The sweater is soft and thick, in excellent condition. Looks loose and modern. Color: Heather Chartruese, pretty warm greenish yellow. I am petite, normally wear XS or XXs in madewell tops. This one in XXs feels much more fit inside the coat. Price is firm. Original retail price [rm]."
1435563,1435563,Very pigmented baked highlighter,1,Beauty/Makeup/Face,,9.0,1,"Welcome to our store. Our main focus is, and always has been, to be at our best with our customer service level and products. We love sharing our favorite products as we hope you will love them as much as we do. Here are a few bonuses Free shipping Items ship within 1 business day All products are brand new Pictures are taken right from our desk All items are bubble wrapped and shipped in a poly bubble wrap bag of color. Please be mindful We thrive in making all of you happy therefore, please inform us if your product arrive damaged we will insure you receive a new one the very next day. You will also receive your own personal tracking number which will allow you to track every single move. How exciting is that. If you still have any questions or concerns we would love to hear from you."
1093653,1093653,Lancome Genifique serum new set of 5,1,Beauty/Skin Care/Face,Lancome,28.0,1,8 ml each
860688,860688,Set of 2 metal flowers,3,Home/Home Décor/Home Décor Accents,,12.0,0,Originally from bed bath and beyond
975698,975698,Bundle of identical and perfect,2,Other/Books/Literature & Fiction,,22.0,0,No description yet
59272,59272,Deva Curl Wave Maker and head scarf,1,Beauty/Tools & Accessories/Hair Styling Tools,,12.0,0,Brand new deva curl wave maker and head scarf.
158712,158712,2 striped tanks,3,"Women/Tops & Blouses/Tank, Cami",SO,9.0,0,"Black one has been worn but free from stains, holes, etc. Orange has never been worn."
1176294,1176294,RSVD Rodan + Fields Bundle,1,Beauty/Skin Care/Face,,174.0,0,"RODAN+FIELDS 4 SOOTHE Mineral Sunscreen [rm] 8 New RODAN+FIELDS Acute Wrinkle Care Patches [rm] RODAN+FIELDS REDEFINE 3 PM Night Crm [rm] All 3 are brand new, unused, full size items. Other info can be found on their individual listings. Pet free/ smoke free home. Thanks!"
269103,269103,Griffey Mariners Jersey,2,Men/Athletic Apparel/Jerseys,Majestic,40.0,1,"Ken Griffey Jr. Jersey Stitched, not iron pressed. Quality jersey only worn once. If you have questions don't hesitate to ask!"
1264156,1264156,Sally Hansen Gel Nail Polish,3,Beauty/Makeup/Nails,Sally Hansen,12.0,1,Gently used (from left to right) Creme de la creme Short Cir-cute Electra-cute Rosey Riviter Hydro electric
1430939,1430939,Michael Kors wallet/wristlet,3,Women/Women's Accessories/Wallets,Michael Kors,25.0,1,"Used once, in excellent condition. It's a bit too bit to fit an iPhone 6s, but 5s should be okay. The card holder is missing, but everything else is in excellent shape, just like new!"
1317593,1317593,Loving family charm w. 14k,2,Women/Jewelry/Bracelets,,40.0,1,Loving family charm
791938,791938,Under Armour basketball shorts Large,3,Men/Athletic Apparel/Shorts,Under Armour,12.0,1,Gently used
209034,209034,Vintage 1985 Tommy Hilfiger shirt,3,Kids/Boys (4+)/Top & T-shirts,Tommy Hilfiger,8.0,1,Excellent condition Boys Large shirt
843468,843468,Funko Pop gotg2 bundle chase,1,Kids/Toys/Action Figures & Statues,Funko,79.0,0,You will get all 3 Star lord chase (mint box) Star lord masked toys r us exclusive (mint) And the 10inch Groot only at target box has minor scuffs but you can't really tell All pops will be bubble wrapped and shipped next day with care Feel free to make an offer
188892,188892,2 PINK VICTORIA'S SECRET OUTFIT BUNDLE S,1,Women/Athletic Apparel/Tracksuits & Sweats,PINK,130.0,1,"2 PINK VICTORIA'S SECRET OUTFIT BUNDLE Size small and xsmall all NWT 1 PINK YOGA PANT (flat flare short style) size small -black 1 PINK Long sleeve shirt size small - white 1 PINK university flare sweat pants size small-blue 1 PINK long sleeve shirt xsmall white and blue Black yoga pant are short 31"" and the blue pants are regular and are 37"" from the crotch to the end."
780120,780120,Michael Kors Sutton Satchel,1,Women/Women's Handbags/Satchel,Michael Kors,145.0,0,"Saffiano Leather Top Handle: 4.5"" Adjustable Strap: 18-20"" Interior: Two Top Zip Pockets, One Interior Zip Pocket, Three Open Pockets, One Cell Phone Pocket, One Key Fob , Magnetic Closure"
1354017,1354017,Dolce & Gabbana sandals,3,Kids/Boys 2T-5T/Shoes,,26.0,0,Fits 7.5-8 Unisex
1401014,1401014,Lularoe Carly,1,Women/Dresses/Asymmetrical Hem,,29.0,0,Xs. New
492466,492466,0~3 mo onsie,3,Kids/Girls 0-24 Mos/One-Pieces,,3.0,1,No stains
441846,441846,Cute little girl boots size 12,1,Kids/Girls 2T-5T/Shoes,,28.0,0,"Brand new bundle and save on shipping no lowballing price firm unless bundle available red,black and pink [rm] each pair"
1007885,1007885,Nike SB Janoski Black Floral,2,Men/Shoes/Fashion Sneakers,Nike,51.0,0,SZ 9 VNDS
693390,693390,Dog toys,3,Other/Pet Supplies/Dogs,PetSmart,16.0,0,Some are used. But not destroyed just has some tears but there not stuffed so nothings coming out of them. The duffle bag is from the bark box. It has two squeeky tennis balls inside. It's for a heavier chewer. The salamander is made for heavy chewers as well and the ball is a nerf ball for dogs. My dog doesn't play with these anymore. I paid 10-15$ each for these so I'd like the price to be what I'm asking. No free ship. I have a couple extra toys I can throw in.
